STAZIONE,DATA,LOCALITA,RICATTURA,ORA,ANELLO,EURING,ALA_1,PESO,ALA_2,ETA,SESSO,GRASSO,MUSCOLO,EFFORT,CATCH
Ponza,20240307,1,0,18, 80A1343,11210,0,174,640,6,2,2,2,,1
Ponza,20240307,1,0,18, 80A1344,11390,0,125,495,6,1,2,2,,1
Ponza,20240308,1,0,6, Z513064,12000,0,757,850,5,0,3,2,,1
Ponza,20240308,1,0,6, Z513065,12000,0,679,880,6,0,2,2,,1
Ponza,20240308,1,0,6, Z513066,12000,0,694,930,6,0,2,2,,1
Ponza,20240308,1,0,6,  76J156,13110,0,73,460,5,0,2,2,,1
Ponza,20240308,1,0,6,  76J157,13110,0,71,480,6,0,2,2,,1
Ponza,20240308,1,0,6, 80A1345,12670,0,117,440,6,2,1,2,,1
Ponza,20240308,1,0,7, 80A1346,11210,0,176,660,6,1,4,3,,1
Ponza,20240308,1,0,7, 80A1347,10990,0,128,550,6,0,0,1,,1
Ponza,20240308,1,0,7, 80A1348,10990,0,156,540,6,0,2,2,,1
Ponza,20240308,1,0,7, 80A1349,9920,0,153,950,4,1,0,1,,1
Ponza,20240308,1,0,7, 80A1350,10840,0,194,540,5,0,1,2,,1
Ponza,20240308,1,0,7, SG45351,15820,0,841,950,5,1,2,2,,1
Ponza,20240308,1,0,7, SG45352,15820,0,772,990,5,2,2,2,,1
Ponza,20240308,1,0,7, Z513067,12000,0,673,880,5,0,2,2,,1
Ponza,20240308,1,0,7, LJ83055,12770,0,152,540,5,1,0,2,,1
Ponza,20240308,1,0,7, LJ83056,16360,0,179,670,6,2,1,2,,1
Ponza,20240308,1,0,7, LJ83057,16360,0,107,710,6,1,2,2,,1
Ponza,20240308,1,0,7, LJ83058,16360,0,199,690,6,1,2,2,,1
Ponza,20240308,1,0,7, LJ83059,16360,0,189,660,5,2,2,2,,1
Ponza,20240308,1,0,7, LJ83060,16360,0,197,670,6,1,1,2,,1
Ponza,20240308,1,0,7, LJ83061,16360,0,199,645,6,2,2,2,,1
Ponza,20240308,1,0,7, LJ83062,16360,0,200,650,6,2,1,1,,1
Ponza,20240308,1,0,7,  76J158,13110,0,69,510,6,0,0,2,,1
Ponza,20240308,1,0,7,  76J159,13110,0,69,490,5,0,0,2,,1
Ponza,20240308,1,0,7,  76J160,13110,0,72,490,5,0,0,2,,1
Ponza,20240308,1,0,7,  76J161,13110,0,74,490,5,0,0,1,,1
Ponza,20240308,1,0,7,  76J162,13110,0,73,460,6,0,1,2,,1
Ponza,20240308,1,0,7,  76J163,12620,0,77,410,5,1,0,2,,1
Ponza,20240308,1,0,7,  76J164,13150,0,50,370,6,1,0,1,,1
Ponza,20240308,1,0,7, LJ83063,16360,0,231,690,6,1,3,2,,1
Ponza,20240308,1,0,7,  76J165,13110,0,84,490,6,0,3,2,,1
Ponza,20240308,1,0,7,  76J166,13110,0,71,450,5,0,0,1,,1
Ponza,20240308,1,0,7,  76J167,13140,0,63,430,5,1,3,2,,1
Ponza,20240308,1,0,7,  76J168,13140,0,56,420,5,1,2,2,,1
Ponza,20240308,1,0,7, SG45353,15820,0,770,980,5,1,2,2,,1
Ponza,20240308,1,0,7, SG45354,15820,0,855,960,5,1,3,2,,1
Ponza,20240308,1,0,7, SG45355,15820,0,780,960,6,2,3,2,,1
Ponza,20240308,1,0,7, 80A1351,12670,0,107,460,6,2,0,2,,1
Ponza,20240308,1,0,7, 80A1352,12670,0,109,440,5,2,0,2,,1
Ponza,20240308,1,0,7, 80A1353,10990,0,176,555,6,0,3,2,,1
Ponza,20240308,1,0,8, LJ83064,16490,0,235,650,6,2,2,2,,1
Ponza,20240308,1,0,8, LJ83065,16360,0,203,680,5,1,2,2,,1
Ponza,20240308,1,0,9, SG45356,15820,0,731,980,5,2,1,1,,1
Ponza,20240308,1,0,9, SG45357,15820,0,811,970,5,1,1,2,,1
Ponza,20240308,1,0,9, SG45358,15820,0,736,955,6,1,1,2,,1
Ponza,20240308,1,0,9, SG45359,15820,0,762,980,5,1,3,2,,1
Ponza,20240308,1,0,9,  76J169,13110,0,81,470,5,0,3,2,,1
Ponza,20240308,1,0,9,  76J170,13110,0,78,0,6,0,2,2,,1
Ponza,20240308,1,0,9, 80A1354,10990,0,165,545,5,0,3,2,,1
Ponza,20240308,1,0,9, 80A1355,10990,0,157,550,6,0,3,2,,1
Ponza,20240308,1,0,9, 80A1356,12670,0,113,450,6,1,1,2,,1
Ponza,20240308,1,0,9, 80A1357,11390,0,153,530,6,1,3,2,,1
Ponza,20240308,1,0,9, 80A1358,11390,0,152,480,6,1,5,3,,1
Ponza,20240308,1,0,10, 80A1359,10990,0,147,525,6,0,2,2,,1
Ponza,20240308,1,0,10,  76J171,13110,0,68,470,5,0,1,2,,1
Ponza,20240308,1,0,11, 80A1360,11390,0,157,495,6,2,3,2,,1
Ponza,20240308,1,0,11, 80A1361,10990,0,145,550,5,0,2,2,,1
Ponza,20240308,1,0,11, LJ83066,16360,0,201,660,5,1,0,1,,1
Ponza,20240308,1,0,11, LJ83067,16360,0,225,700,5,1,2,2,,1
Ponza,20240308,1,0,11,  76J172,13110,0,79,455,5,0,3,2,,1
Ponza,20240308,1,0,12,  76J173,13110,0,61,460,5,0,0,2,,1
Ponza,20240308,1,0,12,  76J174,13110,0,75,490,6,0,1,2,,1
Ponza,20240308,1,0,12, 80A1362,10990,0,155,510,6,0,3,2,,1
Ponza,20240308,1,0,12, 80A1363,10990,0,172,520,6,0,3,2,,1
Ponza,20240308,1,0,12, 80A1364,10990,0,172,560,6,0,4,2,,1
Ponza,20240308,1,0,13, 80A1365,10990,0,144,515,5,0,2,2,,1
Ponza,20240308,1,0,14, 80A1366,10990,0,135,550,5,0,1,2,,1
Ponza,20240308,1,0,14, 80A1367,10990,0,190,560,6,0,4,2,,1
Ponza,20240308,1,0,14, 80A1368,10990,0,158,570,5,0,2,2,,1
Ponza,20240308,1,0,14, 80A1369,10990,0,159,555,5,0,5,2,,1
Ponza,20240308,1,0,14, 80A1370,11210,0,148,660,5,1,1,1,,1
Ponza,20240308,1,0,14, 80A1371,11210,0,146,645,6,1,1,1,,1
Ponza,20240308,1,0,16, SG45360,8460,1480,644,0,6,1,,2,,1
Ponza,20240308,1,0,16, 80A1372,10990,0,158,540,6,0,3,2,,1
Ponza,20240308,1,0,17, 80A1373,11210,0,164,640,6,2,2,2,,1
Ponza,20240308,1,0,17, Z513068,12000,0,704,840,5,0,3,2,,1
Ponza,20240309,1,0,12, 80A1374,11390,0,153,480,5,2,3,2,,1
Ponza,20240309,1,0,12, 80A1375,10990,0,180,560,6,0,3,2,,1
Ponza,20240309,1,0,12, 80A1376,11390,0,127,500,6,1,0,2,,1
Ponza,20240309,1,0,12, 80A1377,11210,0,131,640,6,2,0,2,,1
Ponza,20240309,1,0,12, 80A1378,11210,0,180,645,6,1,4,2,,1
Ponza,20240309,1,0,12, 80A1379,9920,0,170,950,4,2,2,1,,1
Ponza,20240309,1,0,12,  76J177,13110,0,78,485,5,0,2,2,,1
Ponza,20240309,1,0,12,  76J178,12651,0,88,480,6,1,2,3,,1
Ponza,20240309,1,0,12,  76J179,13110,0,80,470,5,0,3,3,,1
Ponza,20240309,1,0,12,  76J180,13110,0,80,445,5,0,3,2,,1
Ponza,20240309,1,0,12,  76J181,12651,0,104,470,6,1,4,2,,1
Ponza,20240309,1,0,12,  76J182,13110,0,73,470,5,0,3,2,,1
Ponza,20240309,1,0,13, Z513069,12000,0,676,920,5,0,2,2,,1
Ponza,20240309,1,0,13,  76J183,12651,0,104,480,6,1,2,2,,1
Ponza,20240309,1,0,13,  76J184,13110,0,72,420,6,0,2,2,,1
Ponza,20240309,1,0,13,  76J185,13110,0,83,495,6,0,2,2,,1
Ponza,20240309,1,0,13,  76J186,13110,0,74,470,6,0,3,2,,1
Ponza,20240309,1,0,13,  76J187,13110,0,84,520,5,0,2,2,,1
Ponza,20240309,1,0,13,  76J188,13110,0,77,490,6,0,2,2,,1
Ponza,20240309,1,0,13,  76J189,13110,0,82,470,6,0,2,2,,1
Ponza,20240309,1,0,13, 80A1380,11210,0,155,610,5,0,2,2,,1
Ponza,20240309,1,0,14, 80A1381,10990,0,141,510,6,0,0,2,,1
Ponza,20240309,1,0,14,  76J190,13110,0,76,455,5,0,3,2,,1
Ponza,20240309,1,0,14,  76J191,13110,0,96,480,5,0,3,2,,1
Ponza,20240309,1,0,14,  76J192,13110,0,79,465,6,0,2,2,,1
Ponza,20240309,1,0,14,  76J193,13110,0,93,520,6,0,1,2,,1
Ponza,20240309,1,0,14,  76J194,13110,0,68,420,5,0,0,2,,1
Ponza,20240309,1,0,14,  76J195,13110,0,89,460,5,0,3,2,,1
Ponza,20240309,1,0,14,  76J196,13110,0,74,460,6,0,1,2,,1
Ponza,20240309,1,0,14,  76J197,13110,0,78,490,5,0,2,2,,1
Ponza,20240309,1,0,14, 80A1382,11390,0,165,480,6,2,4,3,,1
Ponza,20240309,1,0,14, 80A1383,11390,0,154,480,5,2,3,2,,1
Ponza,20240309,1,0,14, 80A1384,12670,0,127,455,5,1,4,2,,1
Ponza,20240309,1,0,15, 80A1385,11390,0,140,490,5,2,2,2,,1
Ponza,20240309,1,0,15, 80A1386,11390,0,151,490,5,1,3,2,,1
Ponza,20240309,1,0,15, 80A1387,10990,0,177,560,5,0,3,2,,1
Ponza,20240309,1,0,15, 80A1388,10990,0,181,555,5,0,3,2,,1
Ponza,20240309,1,0,15, 80A1389,11210,0,155,620,5,0,3,2,,1
Ponza,20240309,1,0,15, 80A1390,11210,0,161,680,5,0,3,2,,1
Ponza,20240309,1,0,15, 80A1391,11220,0,133,615,5,1,0,2,,1
Ponza,20240309,1,0,15,  76J198,12651,0,95,465,6,1,3,3,,1
Ponza,20240309,1,0,15,  76J199,13110,0,87,530,4,0,2,1,,1
Ponza,20240309,1,0,15,  76J200,13110,0,88,485,5,0,3,2,,1
Ponza,20240309,1,0,15,  76J201,13110,0,89,445,5,0,5,2,,1
Ponza,20240309,1,0,15,  76J202,13110,0,77,500,6,0,2,2,,1
Ponza,20240309,1,0,15,  76J203,13110,0,75,490,5,0,2,2,,1
Ponza,20240309,1,0,15,  76J204,13110,0,86,455,6,0,3,2,,1
Ponza,20240309,1,0,15,  76J205,13110,0,88,470,6,0,4,2,,1
Ponza,20240309,1,0,15,  76J206,13110,0,78,470,6,0,3,2,,1
Ponza,20240309,1,0,15,  76J207,13110,0,83,480,5,0,5,2,,1
Ponza,20240309,1,0,15,  76J208,13110,0,80,455,5,0,2,2,,1
Ponza,20240309,1,0,15,  76J209,13110,0,73,435,5,0,2,2,,1
Ponza,20240309,1,0,17,  76J210,13110,0,85,470,6,0,4,2,,1
Ponza,20240309,1,0,17,  76J211,13110,0,76,490,5,0,1,2,,1
Ponza,20240309,1,0,17,  76J212,13110,0,76,470,5,0,2,2,,1
Ponza,20240309,1,0,17,  76J213,13110,0,77,500,5,0,1,2,,1
Ponza,20240309,1,0,17, 80A1392,11220,0,150,650,6,1,2,2,,1
Ponza,20240309,1,0,17, 80A1393,11390,0,142,470,5,1,2,2,,1
Ponza,20240309,1,0,18, 80A1394,16600,0,171,610,6,1,2,2,,1
Ponza,20240309,1,0,18, 80A1395,16600,0,168,590,6,2,1,2,,1
Ponza,20240309,1,0,18,  76J214,13110,0,76,490,5,0,0,2,,1
Ponza,20240310,1,0,6, 80A1396,10990,0,160,550,6,0,2,2,,1
Ponza,20240310,1,0,6, 80A1397,10990,0,177,550,5,0,3,2,,1
Ponza,20240310,1,0,7,  76J215,13110,0,66,450,5,0,0,2,,1
Ponza,20240310,1,0,7,  76J216,13110,0,70,440,5,0,2,2,,1
Ponza,20240310,1,0,8,  76J217,13110,0,70,455,5,0,0,1,,1
Ponza,20240310,1,0,8,  76J218,13110,0,75,470,5,0,0,2,,1
Ponza,20240310,1,0,9, 80A1398,10200,0,209,650,5,2,3,2,,1
Ponza,20240310,1,0,10,  76J219,16400,0,100,540,6,2,1,2,,1
Ponza,20240310,1,0,10,  76J220,13110,0,68,480,5,0,1,1,,1
Ponza,20240310,1,0,10,  76J221,13110,0,72,430,5,0,3,2,,1
Ponza,20240310,1,0,10,  76J222,13110,0,67,470,5,0,0,1,,1
Ponza,20240310,1,0,10,  76J223,13110,0,64,450,6,0,0,2,,1
Ponza,20240310,1,0,10, LJ83068,16360,0,189,675,5,2,0,1,,1
Ponza,20240310,1,0,10, LJ83069,16360,0,189,645,6,2,2,2,,1
Ponza,20240310,1,0,11,  76J224,13110,0,74,445,5,0,2,2,,1
Ponza,20240310,1,0,11, 80A1399,11210,0,157,680,6,1,2,2,,1
Ponza,20240310,1,0,12, 80A1400,12670,0,126,430,6,1,4,2,,1
Ponza,20240310,1,0,12, 80A1401,9920,0,202,980,4,1,3,2,,1
Ponza,20240310,1,0,12, LJ83070,11460,0,204,720,5,1,1,2,,1
Ponza,20240310,1,0,13,  76J225,13110,0,86,490,5,0,4,2,,1
Ponza,20240310,1,0,13,  76J226,13110,0,71,440,5,0,2,2,,1
Ponza,20240310,1,0,14,  76J227,13120,0,84,530,4,0,1,1,,1
Ponza,20240310,1,0,14, 80A1402,9920,0,184,960,4,1,2,2,,1
Ponza,20240310,1,0,15,  76J228,13110,0,75,470,5,0,2,2,,1
Ponza,20240310,1,0,15,  76J229,13110,0,81,465,5,0,2,2,,1
Ponza,20240310,1,0,15, 80A1403,12670,0,123,440,5,1,3,2,,1
Ponza,20240310,1,0,17, 80A1404,10990,0,175,530,6,0,3,2,,1
Ponza,20240311,1,0,10,  76J230,12651,0,91,455,6,1,1,2,,1
Ponza,20240311,1,0,10,  76J231,12651,0,89,475,6,1,1,2,,1
Ponza,20240311,1,0,11,  76J232,12651,0,106,470,5,1,1,2,,1
Ponza,20240311,1,0,11,  76J233,12651,0,102,465,5,1,3,3,,1
Ponza,20240311,1,0,11,  76J234,12650,0,97,470,6,1,2,2,,1
Ponza,20240311,1,0,11, 80A1405,10990,0,169,525,5,0,1,2,,1
Ponza,20240311,1,0,11, LJ83071,12770,0,188,550,6,2,4,2,,1
Ponza,20240311,1,0,12, 80A1406,11390,0,157,490,6,2,4,2,,1
Ponza,20240311,1,0,12, 80A1407,12670,0,116,430,6,1,3,2,,1
Ponza,20240311,1,0,12, 80A1408,12750,0,132,540,6,1,2,2,,1
Ponza,20240311,1,0,12,  76J235,13110,0,82,445,6,0,2,2,,1
Ponza,20240312,1,0,8,  76J236,13110,0,66,470,5,0,0,1,,1
Ponza,20240312,1,0,8,  76J237,12651,0,89,460,5,1,2,2,,1
Ponza,20240312,1,0,8,  76J238,12651,0,91,450,5,1,2,1,,1
Ponza,20240312,1,0,9,  76J239,12651,0,99,475,6,1,2,2,,1
Ponza,20240312,1,0,9,  76J240,13110,0,72,490,5,0,0,2,,1
Ponza,20240312,1,0,9, LJ83072,12770,0,168,555,5,1,2,1,,1
Ponza,20240312,1,0,9, 80A1409,12670,0,124,430,6,2,2,3,,1
Ponza,20240312,1,0,10, 80A1410,12670,0,135,455,5,1,4,2,,1
Ponza,20240312,1,0,10,  76J241,12651,0,91,440,5,1,0,2,,1
Ponza,20240312,1,0,10,  76J242,13110,0,73,470,5,0,0,1,,1
Ponza,20240312,1,0,10,  76J243,13110,0,67,535,5,0,1,1,,1
Ponza,20240312,1,0,12,  76J244,13110,0,65,445,5,0,1,2,,1
Ponza,20240312,1,0,12,  76J245,13110,0,70,475,6,0,0,2,,1
Ponza,20240312,1,0,12,  76J246,13110,0,73,480,5,0,0,1,,1
Ponza,20240312,1,0,12, 80A1411,12670,0,121,450,5,1,1,2,,1
Ponza,20240312,1,0,12, 80A1412,10990,0,181,560,5,0,2,2,,1
Ponza,20240312,1,0,13,  76J247,12651,0,86,490,5,1,2,2,,1
Ponza,20240312,1,0,16,  76J248,12651,0,106,500,6,1,2,2,,1
Ponza,20240312,1,0,17,  76J249,13110,0,78,490,5,0,2,2,,1
Ponza,20240312,1,0,17,  76J250,12651,0,94,455,5,1,3,2,,1
Ponza,20240312,1,0,18, 80A1413,10990,0,176,560,5,0,3,2,,1
Ponza,20240312,1,0,18, 80A1414,10990,0,148,550,5,0,2,2,,1
Ponza,20240312,1,0,18, 80A1415,12670,0,119,435,6,2,2,2,,1
Ponza,20240313,1,0,6, Z513070,12000,0,600,900,5,0,0,2,,1
Ponza,20240313,1,0,6, LJ83073,9760,0,278,800,4,0,0,1,,1
Ponza,20240313,1,0,6,  76J251,13110,0,72,460,5,0,2,2,,1
Ponza,20240313,1,0,7,  76J252,12651,0,88,470,6,1,1,2,,1
Ponza,20240313,1,0,7, 80A1416,12670,0,103,425,5,2,0,2,,1
Ponza,20240313,1,0,8, 80A1417,11210,0,161,650,6,1,2,1,,1
Ponza,20240313,1,0,8,  76J253,13110,0,70,445,5,0,1,2,,1
Ponza,20240313,1,0,8,  76J254,13110,0,68,460,6,0,0,2,,1
Ponza,20240313,1,0,8,  76J255,13110,0,74,450,5,0,2,2,,1
Ponza,20240313,1,0,9,  76J256,13110,0,71,480,5,0,1,2,,1
Ponza,20240313,1,0,9,  76J257,13110,0,64,455,5,0,0,2,,1
Ponza,20240313,1,0,9, 80A1418,9920,0,193,960,4,1,1,1,,1
Ponza,20240313,1,0,9, H216021,2690,2320,2384,0,4,2,,1,,1
Ponza,20240313,1,0,10,  76J258,13110,0,72,470,6,0,1,1,,1
Ponza,20240313,1,0,10, 80A1419,12670,0,107,445,5,1,1,2,,1
Ponza,20240313,1,0,11, 80A1420,12670,0,104,455,6,2,2,2,,1
Ponza,20240313,1,0,12, Z513071,12000,0,574,920,5,0,0,1,,1
Ponza,20240313,1,1,14, 55A0023,12670,0,113,435,6,1,1,2,,1
Ponza,20240313,1,0,14, 80A1421,9920,0,187,930,4,2,2,2,,1
Ponza,20240313,1,0,16, LJ83074,12770,0,182,580,6,2,5,2,,1
Ponza,20240313,1,0,18, 80A1422,10840,0,181,510,6,0,2,2,,1
Ponza,20240313,1,0,18, SG45361,15820,0,710,930,5,2,2,2,,1
Ponza,20240314,1,0,6, Z513072,12000,0,746,915,5,0,2,2,,1
Ponza,20240314,1,0,6, Z513073,12000,0,797,915,5,0,3,2,,1
Ponza,20240314,1,0,6, Z513074,12000,0,774,910,5,0,3,2,,1
Ponza,20240314,1,0,6, 80A1423,10990,0,129,520,6,0,0,1,,1
Ponza,20240314,1,0,6, 80A1424,11210,0,160,665,5,0,2,1,,1
Ponza,20240314,1,0,6, 80A1425,10840,0,212,500,5,0,4,2,,1
Ponza,20240314,1,0,7, 80A1426,10990,0,156,550,5,0,1,2,,1
Ponza,20240314,1,0,7, Z513075,12000,0,594,855,6,0,0,2,,1
Ponza,20240314,1,0,7,  76J259,13110,0,64,440,5,0,0,2,,1
Ponza,20240314,1,0,7, LJ83075,16360,0,230,660,5,1,4,2,,1
Ponza,20240314,1,0,7, LJ83076,16360,0,231,695,6,1,3,2,,1
Ponza,20240314,1,0,8,  76J260,13110,0,98,505,6,0,3,2,,1
Ponza,20240314,1,0,8, 80A1427,11210,0,157,640,6,2,3,2,,1
Ponza,20240314,1,0,8, 80A1428,10990,0,157,550,6,0,2,2,,1
Ponza,20240314,1,0,8, 80A1429,12670,0,118,440,5,1,0,2,,1
Ponza,20240314,1,0,8, 80A1430,12670,0,114,430,5,1,0,2,,1
Ponza,20240314,1,0,9, Z513076,12000,0,705,930,6,0,3,2,,1
Ponza,20240314,1,0,9, SG45362,15820,0,701,950,6,2,1,1,,1
Ponza,20240314,1,0,9,  76J261,12651,0,80,460,5,1,0,1,,1
Ponza,20240314,1,0,11,  76J262,12651,0,86,480,5,1,0,2,,1
Ponza,20240314,1,0,12,  76J263,13110,0,79,510,5,0,2,2,,1
Ponza,20240314,1,0,12, 80A1431,10990,0,187,555,6,0,3,2,,1
Ponza,20240314,1,0,13, 80A1432,10990,0,152,560,6,0,3,2,,1
Ponza,20240314,1,0,14, 80A1433,11210,0,182,660,6,1,4,2,,1
Ponza,20240314,1,0,14, 80A1434,9920,0,188,980,4,1,4,2,,1
Ponza,20240314,1,0,14, LJ83077,12770,0,178,550,5,1,5,2,,1
Ponza,20240314,1,0,14,  76J264,12620,0,74,400,5,1,2,2,,1
Ponza,20240314,1,0,14,  76J265,13110,0,86,490,6,0,3,2,,1
Ponza,20240314,1,0,14,  76J266,13110,0,86,480,6,0,3,2,,1
Ponza,20240314,1,0,11, SG45363,15820,0,728,950,5,2,2,2,,1
Ponza,20240314,1,0,15,  76J267,13110,0,74,480,6,0,2,1,,1
